"unitid","cityid","avgbaserate","dogs","maxoccupancyadults","fullbaths","terminated","bedrooms","beachaccess","hottub"
21847,545,143,,,2,0,3,"Once you are in the Pine Mountain Lake community, your parking pass gives you access to beach sites and the community pool.  There are three beaches: The Marina, located off of Cassaretto Court, Lake Lodge located at Pine Mountain Drive, near Cresthaven Drive,  and Dunn Court Beach, located at Dunn Court. Swimming is allowed inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.  Please display your parking pass if visiting one of these areas. Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners.  There are no dogs allowed at beach locations.  Beaches can also be accessed via water taxi, traveling from one beach to the next.  Please call Pine Mountain Lake with any questions: (209) 962-8615.     Although vacation rental guests can’t bring boats of any kind to the lake, there are rental boats available at the Marina store.  Please call the Pine Mountain Lake Marina, at 209)962-8631 or visit http://www.pinemountainlake.com/1marina-test-page/ for more information.  PLEASE NOTE, COMMUNITY SWIM CENTER IS SEASONAL/CLOSED NOV-APRIL.  
",-1
21849,32,223,1,,2,0,3,,2
21850,324,154,1,,2,0,2,,1
21851,528,183,,,2,0,2,,1
21878,32,201,,,2,0,3,,2
21946,286,175,,,2,0,2,,2
22136,3219,149,,,2,0,2,,-1
22226,3219,253,,,2,0,4,,-1
22288,237,338,,,3,0,3,The Pinnacle Gulch Coastal Access Trail is a half-mile unpaved path leading to a quarter-mile long beach with tide pools. The trailhead is located in the Bodega Harbour Community.,1
22431,234,205,,,2,0,3,,1
22616,204,190,,,2,0,2,,-1
22623,3219,155,,,2,0,3,Lake Tulloch with use permit,
22624,545,139,,,2,0,3,,-1
22811,1286,181,1,,1,0,2,"This house is 0.5 miles from Russian River beach access, and 16.5 miles from Goat Rock Beach in Jenner.",-1
22927,3221,123,,4,1,0,1,,-1
23008,165,116,,,1,0,0,,-1
23096,3219,197,,12,2,0,4,,-1
23140,545,234,,,3,0,4,,-1
23144,324,197,,,3,0,4,There is public beach access at Gualala Point Regional Park 1.6 miles from this home.,-1
23202,206,247,,,2,0,2,,2
23314,545,266,,,4,0,5,"This home is only a short walk from Fisherman's Cove, Pine Mountain Lakes premier fishing spot!  Talk a walk down Pine Mountain Drive to Rock Canyon Way, Fisherman's Cove is on your right.  There are three beaches: The Marina, located off of Cassaretto Court, Lake Lodge located at Pine Mountain Drive, near Cresthaven Drive,  and Dunn Court Beach, located at Dunn Court. Swimming is allowed inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.  Please display your parking pass if visiting one of these areas. Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners.  There are no dogs allowed at beach locations.  Beaches can also be accessed via water taxi, traveling from one beach to the next.  Please call Pine Mountain Lake with any questions: (209) 962-8615.     Although vacation rental guests can’t bring boats of any kind to the lake, there are rental boats available at the Marina store.  Please call the Pine Mountain Lake Marina, at 209)962-8631 or visit http://www.pinemountainlake.com/1marina-test-page/ for more information.",-1
23332,194,132,1,,1,0,2,,1
23355,165,276,,,2,0,3,,-1
23358,1130,269,1,,2,0,2,There is private access to the Russian River less than 100 feet from the home.,1
23386,2985,219,,0,2,0,3,,-1
23494,43,130,,,1,0,0,,2
23581,528,227,,,2,0,3,There is public access to Pebble Beach just 0.2 miles from this home,1
23684,204,220,,,3,0,3,,1
23773,3219,193,1,,2,0,4,,-1
23836,424,177,1,,1,0,1,,-1
23883,424,350,1,,2,0,2,Moonlight Beach is 2 blocks walking distance (about 5 minutes).  Encinitas Boulevard dead ends at Moonlight Beach.,-1
24075,818,149,1,,1,0,1,,-1
24091,157,506,,,2,0,4,,1
24152,165,389,1,,3,0,3,,-1
24154,165,457,1,,4,0,4,,-1
24174,165,798,1,12,7,0,7,,
24789,195,746,,,2,0,2,,-1
24858,41,192,,,1,0,0,,2
24976,131,247,,,2,0,3,This home is four and a half miles from beach access.,1
25028,2983,223,1,,2,0,3,,2
25036,818,176,,,1,0,2,,-1
25065,84,277,,,2,0,3,,1
25094,3219,248,1,,2,0,3,There is public access to Fly-In-Lake is 0.4 miles from this home,-1
25280,32,213,,,2,0,3,,-1
25469,56,0,,,1,0,2,,-1
25560,370,0,,,1,0,2,,1
25564,1299,0,0,,4,0,5,,1
25582,370,0,,,3,0,3,,1
4245,164,174,,0,1,0,2,"Pine Knot Marina is 4.0 miles  (approx. 11 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 0.5 mile (approx 3 minute drive) from the house & Snow Summit Ski Resort is 2.8 miles (approx 9 minute drive) from the house. 
",1
4324,164,227,,,2,0,3,"Pine Knot Marina is 3.6 miles  (approx. 10 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 0.1 mile (approx 1 minute drive) from the house & Snow Summit Ski Resort is 2.4 miles (approx 8 minute drive) from the house. 
",1
9366,164,606,,,5,0,4,,1
17635,590,235,,,2,0,4,,-1
21692,590,186,,,2,0,3,,-1
24971,48,207,,,2,0,3,,1
25069,367,195,,6,2,0,3,There is public access to Oceano Dunes Natural Preserve 0.8 mi away.,-1
2590,127,259,,,3,0,4,,-1
8529,206,197,,,2,0,2,,2
8550,206,360,,,3,0,3,,2
8888,194,230,,,4,1,5,"Pine Knot Marina is 4.4 miles  (approx. 11 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 4.6 mile (approx 11 minute drive) from the house & Snow Summit Ski Resort is 3.5 miles (approx 10 minute drive) from the house.",-1
18194,2925,208,,,2,0,3,,1
19312,590,152,,,2,0,3,,-1
20411,818,430,,,3,0,4,,1
20427,471,241,,,2,0,3,,-1
21314,237,303,,,2,0,3,Salmon Creek Beach is located just a short walk from the house!,-1
23209,45,0,,,3,0,3,,1
23884,366,137,,,1,0,1,"Head southeast on Price St toward Pismo Ave
Pass by Rabobank (on the right)
Turn right onto Pomeroy Ave
0.2 mi
Turn right
This will lead you to the beach/pier 
",-1
24155,590,132,1,,1,0,2,,-1
24725,164,170,,,2,0,3,,-1
24756,464,138,,,2,0,2,,-1
24871,206,642,,,3,0,4,,1
24968,204,364,,,3,0,4,,-1
25567,370,0,1,,1,0,1,,-1
15604,1146,203,1,0,1,0,2,"River Access at Drake's Beach  is about 50 steps from the backyard, accessed via a walking path!
To get there: Walk to the lower area of the backyard and exit through the gate on the right hand side. After exiting the through the gate, take the path to the left (through the fallen trees) and walk down roughly 50 steps down to the rivers edge. Please use all safety precautions while enjoying the water. Please be mindful of footing and foliage, including Poison Oak that is local to the region and may be present in the area.
",-1
19277,2983,196,,,2,0,3,,-1
24117,225,182,0,,2,0,3,,-1
25241,2983,0,,,2,0,3,,-1
25378,545,0,,,4,0,4,,-1
25598,351,0,1,,2,0,4,,-1
343,48,106,,0,1,0,1,"Drive out to 267, then go right to Kings Beach",2
4280,464,158,,,3,0,4,,-1
16266,545,235,,,3,0,3,"There are three beaches: The Marina, Lake Lodge and Dunn Court. You can swim inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.
Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners. The beach can be accessed via water taxi, and please call Pine Mountain Lake with any questions:(209) 962-8615.
",1
19882,189,456,,,2,0,3,,1
19898,189,644,,,3,0,3,,1
22222,1372,597,,,2,0,4,Please use only the boardwalks and stairs to access the beach. Walking down the face of the sea wall and dunes can cause erosion and can be dangerous. Please use all safety precautions when accessing the beach.,
23351,42,0,1,,2,0,3,,2
24125,3218,194,1,,3,0,4,,-1
24989,46,0,,,1,0,1,,2
25252,591,0,1,,1,0,2,,-1
25441,2983,0,1,,3,0,3,,-1
25466,32,0,0,,2,0,2,,2
25656,164,0,,,1,0,2,,-1
25657,127,0,1,,1,0,1,,2
184,32,191,,0,2,0,2,"",2
351,48,212,,,2,1,2,"To access the beach, walk out your door and turn right.",-1
352,32,273,,,2,0,4,"To access the beach, drive back down Northwoods, then go right at the T intersection onto Donner Pass Road. Continue down Donner Pass Road to Donner Lake and the boat launch will be on your left - about a 12-min drive or 5.5 mi to Donner Lake.",2
448,32,329,,,3,0,3,"To access the beach/water, bring your recreation pass, and drive back down Northwoods (go right at the blinker to stay on Northwoods) to the light at Donner Pass Road.  Go right on Donner Pass Road, and follow it around Donner Lake to the parking area and boat launch.",2
604,43,164,,0,3,0,3,Walk further into the complex and out to the Lake.  Coast Guard boat ramp is right next door.,2
651,84,269,,0,2,0,3,Drive back down to the lake and go west on the main road to the public beach.  Or continue along to Camp Richardson and Pope Beach.,1
731,32,128,,0,1,0,0,"",2
732,32,144,,,1,0,0,"",2
758,84,419,1,,4,1,5,There are several beaches within 1.3 miles of the home.,1
774,84,236,,0,2,0,3,There are several beaches within 1.3 miles of the home.,-1
780,84,323,,0,3,0,3,"1",2
852,84,240,1,,2,0,4,About 1.1-1.5 miles from public beach access.,1
865,84,211,1,,2,0,4,"",-1
901,41,190,,0,1,0,0,"",2
902,41,205,,,1,0,1,"",2
903,41,356,,,2,0,2,"",2
917,32,186,,0,3,0,3,"",2
919,41,190,,,1,0,0,"",2
920,41,356,,,2,0,2,"",2
976,43,228,,,3,0,4,"",-1
1091,44,167,,0,2,0,3,Beach is one block away.,1
1212,120,176,1,0,1,0,2,"",-1
1251,84,169,1,0,1,0,2,"Beach is at the end of Ski Run Blvd, two blocks.",2
1252,84,132,1,0,1,0,1,"",2
1253,84,132,1,0,1,0,1,"",2
1255,84,132,1,0,1,0,1,"",2
1256,84,132,1,0,1,0,1,"",2
1257,84,169,1,0,1,0,2,"",2
1267,84,1059,1,0,7,0,10,"",2
1321,131,185,1,,2,0,2,Beach access 1/4 mile away at Casper Beach.,-1
1322,129,242,,8,3,0,5,"1",1
1325,131,209,,,2,0,3,"",-1
1326,130,202,,,1,0,0,The Beach in front of the home is no longer available to guests by use of the stairs - they are old and unsafe - they may need to drive to the public access in town.,1
1328,131,239,,,2,0,3,"0",1
1329,130,272,1,,2,0,2,"There are no points of access from Ocean Breeze, however it is located right next to Jug Handle State Park were there are numerous points of access.",1
1337,130,254,,,3,0,3,Use stairs down to the beach at your own risk.  Please respect the neighbors and do not enter their property.,-1
1338,131,209,,,2,0,3,"0",1
1343,131,152,,0,2,0,2,"1.5 miles to Big River State Beach in Mendocino",1
1346,130,150,1,,1,0,2,"Access to the pristine dunes and beach of Mackerricher State Park is just a short walk from the end of the private road, a brisk 15 to 20 minute walk, a bit slower through the sand dunes to get to the ocean.",1
1347,130,125,1,,1,0,1,"Access to the pristine dunes and beach of Mackerricher State Park is just a short walk from the end of the private road, a brisk 15 to 20 minute walk, a bit slower through the sand dunes to get to the ocean.",1
1348,130,135,1,,1,0,1,"Access to the pristine dunes and beach of Mackerricher State Park is just a short walk from the end of the private road, a brisk 15 to 20 minute walk, a bit slower through the sand dunes to get to the ocean.",1
1367,48,194,1,,2,0,3,"1",1
1417,84,210,,0,3,0,3,"The TKPOA Pavilion has a beach for residents and guests, as well as a pool, tennis courts, and playground.",2
1602,157,591,,,3,0,4,Beach access is approximately 3 miles away to the west or north. Drive into town and park in the public parking. To the North is La Jolla shores beach - the most kid friendly beach in town.,1
1674,32,379,,,3,0,6,The West End Beach Donner Lake State Park is directly across the street.,-1
1675,32,349,1,,3,0,5,"Bring your recreation pass, and drive back down Northwoods (go right at the blinker to stay on Northwoods), to the light at Donner Pass Road.  Go right on Donner Pass Road, and follow it around Donner Lake to the parking area and boat launch.",2
1682,44,318,1,0,3,0,5,"1",-1
1703,118,247,,0,2,0,2,"Follow Cliff down 2 blocks and you will be at the world reound Beach Boardwalk! The heart of downtown Santa Cruz is easily walking distance from this unit.  Just down the street is the Santa Cruz Beach Boardwalk and Main Beach, the Santa Cruz Municipal Wharf, and a wide selection of shops, restaurants and retail establishments. 
",-1
1706,32,230,1,,2,0,2,"",2
1770,84,167,1,,2,0,2,"",1
1816,32,172,1,,1,0,1,"Please bring your recreation pass, and drive down Northwoods (go right at the blinker to stay on Northwoods), to the light at Donner Pass Road. Go right on Donner Pass Road until you get to the parking area and boat launch.",1
1890,41,193,,,1,0,1,"",2
1891,41,203,,,1,0,1,"",2
1892,41,357,,,2,0,2,"",2
1893,120,158,1,0,1,0,2,"",-1
1959,164,141,1,,1,1,2,"Pine Knot Marina is 1.5 miles  (approx. 6 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 5.0 miles (approx 14 minute drive) from the house & Snow Summit Ski Resort is 3.3 miles (approx 11 minute drive) from the house. 
",1
1985,186,177,1,,2,0,2,,1
1986,130,600,,,3,0,5,"Private - gated beach access is just steps away (there are stairs down to the sand). Beach access is at the south end of Ocean Meadows Circle through the iron gate between two houses, there are steps leading down to the beach.",1
1987,130,228,1,,2,0,2, home has private gated beach access,1
1991,130,202,,,2,0,3,,-1
1993,130,207,,,1,0,1,,1
1994,130,366,,,3,0,3,"Sea Cove is an ocean bluff front house. The water's edge is 35 feet below the bluff. There is no developed access to the ocean. However, if you walk to the north side of the property, there is a trail that leads down to the water. Access is at your own risk.",1
1995,130,269,1,,2,0,4,"1 mile to Jug Handle Beach, 16224 California 1, Fort Bragg, CA 95437",1
1997,131,168,1,,2,0,3,"",-1
1998,128,408,1,,4,0,5,,1
2000,118,388,1,0,2,0,3,Across East Cliff you will find a path that leads directly to Moran Lake.,-1
2016,63,342,,,2,0,4,It is just a short walk to the beach at the end of Pine Street - it's just a quick half-mile from your door.,-1
2019,43,164,,,3,0,3,"1",2
2057,46,156,,,2,0,2,"",-1
2069,165,513,,0,3,0,4,about 50 steps to board walk and beach,-1
2082,165,331,,0,2,0,3,Just steps from the beach,-1
2083,165,451,,8,3,0,4,"30 steps to the beach",-1
2131,146,190,,,1,1,1,The beach is located one block away.,-1
2145,130,274,1,,3,0,3,"There is a trail to beach access (thru a nature preserve) about a 5 min walk from the house. The drop from the end of the path to the sandy beach below is 5 feet, which is assisted by a knotted rope. This may be a challenge for some guests with small children or limited mobility. There are nearby public beaches which are  more accessible, just a short drive away.  {From a guests review AND confirmed from LOM}",1
2174,32,364,,8,3,0,4,Drive to Lake Tahoe on 267-N and park in Kings Beach.,2
2184,84,158,1,6,2,0,3,"",-1
2199,164,742,,,7,0,7,"Pine Knot Marina is 2.0 miles  (approx. 6 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 1.7 miles (approx 5 minute drive) from the house & Snow Summit Ski Resort is 0.6 miles (approx 3 minute drive) from the house. 
",1
2207,32,222,1,,2,0,3,"1",1
2209,32,149,,0,2,0,3,"The free Ski Bowl Condos Clubhouse is right across from the condo, and has a seasonal pool, year-round hot tubs, sauna, and more.  USE THE ""RFI"" ACCESS CARD HERE.
Tahoe Donner Association also has two additional pool complexes, fitness center, and the beach club, accessible for a daily fee or $8/person.  USE THE ""TAHOE DONNER"" ACCESS CARDS HERE.",2
2231,189,368,,0,2,0,4,"The beach is 600 feet from the property.  Turn left (from driveway), make left on 49th street, continue on 49th street and water is ahead 2 blocks (cross-streets are Neptune and Seashore).

3 Beach Chairs are available for use during stay, chairs are located in garage. Please wipe off chairs and return to garage before departure. 

1 Beach umbrella, 4 beach towels, and various beach activity items are located in first room closet in green hamper. Please sand clean off items before returning.",-1
2308,48,109,,,1,0,0,Walk to the end of the parking lot and head down the stairs to complex's private beach.,2
2361,41,193,,0,2,0,2,Commons Beach on Lake Tahoe is just past the light in Tahoe City on the right. Truckee river is available for swimming and river rafting in the summer. Access to the river is between River Ranch and Tahoe City. Parking is on the side of the road. River rafting is at the Gas & Raft on your right just when you enter Tahoe City (before the downtown and traffic light),-1
2419,164,242,1,,2,0,3,"Pine Knot Marina is 1.6 miles  (approx. 6-minute drive) from the house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 5.0 miles (approx 13-minute drive) from the house & Snow Summit Ski Resort is 3.3 miles (approx 10-minute drive) from the house. 
",1
2422,164,320,,,2,0,3,"Pine Knot Marina is 3.5 miles  (approx. 10 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 3.6 miles (approx 11 minute drive) from the house & Snow Summit Ski Resort is 2.6 miles (approx 9 minute drive) from the house. 
",1
2471,130,365,1,0,3,0,4,"Owner reports it is 950 steps to the beach. Walk west through the MacKerricher State Park campground, past Cleone Lake and under the bike trail overpass.",-1
2511,189,316,,,2,1,3,Beach is walking distance. Simply head west and cross W Balboa street one block.,-1
2517,84,202,,,3,0,3,"",2
2611,32,169,,,2,0,2,,2
2617,32,160,,0,2,0,2,Homeowner's beach on Donner Lake,2
2630,32,368,,,4,0,5,,2
2634,84,144,1,0,1,0,2,Drive West on Emerald Bay Road for 1.5 miles,-1
2718,164,196,,,2,0,4,"Pine Knot Marina is 2.5 miles  (approx. 7 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 1.0 miles (approx 5 minute drive) from the house & Snow Summit Ski Resort is 2.7 miles (approx 9 minute drive) from the house. 
",-1
2780,84,192,1,0,2,0,3,El Dorado Beach is 15 blocks North of the property.,-1
2782,84,269,1,0,3,0,4,El Dorado Beach is 15 blocks North of the property.,1
2867,32,253,,0,3,0,3,Private Donner Lake Beach and Marina access through the Tahoe Donner HOA.,2
2880,164,243,,,2,0,3,"Pine Knot Marina is 1.0 miles  (approx. 4 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 2.9 miles (approx 8  minute drive) from the house & Snow Summit Ski Resort is 1.2 miles (approx 5 minute drive) from the house. 
",-1
2957,90,427,1,,3,0,4,"Public beaches are in Tahoe City, between Sunnyside and Homewood, and in Carnelian Bay. Truckee river swimming is available between alpine meadows and Tahoe City, parking is on side of road only.",1
2958,45,151,,0,2,0,3,Beaches are in Tahoe City and Carnelian Bay.,-1
2990,165,366,1,0,2,1,3,"1 block",-1
3012,84,151,,0,2,0,3,From the house turn right onto Glenwood Way.  Drive 1.2 miles and turn right onto Fairway Avenue.  Drive to the end of the road and turn left onto Lake Tahoe Blvd.  Drive 0.7 miles and turn right onto Lakeview Avenue.,-1
3095,32,326,,0,3,0,4,"1/2 mile down Donner Lake Road to West End Beach",-1
3100,43,170,,0,2,0,2,One minute walk to private beach and pier in the HOA,-1
3106,194,216,1,0,2,0,3,"Pine Knot Marina is 4.5  miles  (approx. 12 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 3.4 miles (approx 11 minute drive) from the house & Snow Summit Ski Resort is 3.6 miles (approx 11 minute drive) from the house. 
",-1
3121,46,164,,,2,0,3,Lake Tahoe is right at the bottom of Hwy 267 approximately 1/2 mile.  There is a beach park right there with volleyball and picnic tables.,-1
3149,32,233,1,7,2,0,3,Guests can use the private beach and marina at Donner Lake with the Tahoe Donner Guest Cards (fee applies).,1
3155,84,148,,0,2,0,3,The beach is 0.3 miles down Rufus Allen Blvd.,-1
3187,131,162,,0,1,0,2,"Beach access is available on Highway 1, half a mile south of stoplight. Turn left before bridge.",-1
3235,44,213,1,6,3,0,3,,-1
3262,164,177,,,2,0,4,"Pine Knot Marina is 1.3 miles  (approx. 4 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 2.6 miles (approx 7 minute drive) from the house & Snow Summit Ski Resort is 0.9 miles (approx 4 minute drive) from the house. 
",1
3313,32,327,,6,3,0,3,Homeowners Beach on Donner Lake,2
3350,84,212,,,2,0,4,Ski Run Beach and Marina is located half a mile away at the end of Ski Run Blvd.,1
3366,45,250,,0,5,0,4,Walk across the street to Lake Tahoe.  There is a public beach right across the street next to the Garwoods restaurant.,-1
3584,194,119,1,,1,0,2,"Pine Knot Marina is 7.3 miles  (approx. 17 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 7.5 mile (approx 18 minute drive) from the house & Snow Summit Ski Resort is 6.4 miles (approx 16 minute drive) from the house. 
",-1
3586,84,163,1,0,1,0,2,Drive West on Emerald Bay Road for 1.2 miles,1
3609,84,145,,,1,0,2,Drive West on Emerald Bay Road for 1.5 miles,-1
3706,46,149,,0,2,0,3,"Use the recreation pass to access the Kingswood Village pool and hot tub, on Commonwealth, during the summer.",2
3737,32,283,,,3,1,4,Guests can use the private beach and marina at Donner Lake with the Tahoe Donner Guest Cards (fee applies).,1
3739,424,774,,,3,0,4,Yes. Staircase off of front patio down bluff to uncrowded beach known for some of the best waves in Southern California!,1
3760,42,217,,,2,1,3,,2
3768,45,249,,0,2,0,4,Beaches are in Carnelian Bay and Tahoe City.,-1
3779,84,158,1,,2,0,3,Drive 1.4 miles to El Dorado Beach.,-1
3781,32,362,,,5,0,4,,2
3790,231,129,1,2,1,0,1,,2
3810,43,192,,,2,0,3,"There are public beaches in Tahoe City, Sunnyside, and 1 mile south of Sunnyside at Hurricane Bay.",-1
3905,32,187,,0,2,0,4,Guests can use the private beach and marina at Donner Lake with the Tahoe Donner Guest Cards (fee applies).,2
3929,84,167,,0,2,0,3,From the house turn right onto Glenwood Way.  Drive 1.2 miles and turn right onto Fairway Avenue.  Drive to the end of the road and turn left onto Lake Tahoe Blvd.  Drive 0.7 miles and turn right onto Lakeview Avenue.,-1
3931,206,520,,,3,0,4,"The Sierra Nevada Mountain Range offers some of the most spectacular scenery in the world and Mammoth Lakes is right in the heart of it all. There are many lake, streams, waterfalls and hot springs a short drive or hike away.",1
3967,130,443,1,0,3,0,4,"Beach and Ocean are accessible by foot and can be reached by walking to the end of Ward Ave., or by walking on sand trail trough dunes from hot tub.",1
3969,43,300,,,2,0,4,"Access to Skylandia and Bristlecone Beach via Lake Forest Rd, right down the hill - Beach access is no more than 1 mile away.",1
3986,84,270,,4,2,0,4,El Dorado Beach is 15 blocks North of the property.,1
4019,32,345,,,4,0,4,,2
4020,445,271,1,,3,0,2,"This home is located on the shore of Tomales Bay. There is a wooden staircase that leads down to the water from the back of the home where there is a very small, rocky beach where guests can bring boats ashore.",1
4025,206,178,,0,2,0,2,,2
4071,56,192,1,0,3,1,4,,-1
4077,32,252,,,1,0,1,"",2
4078,32,151,,,1,0,1,"",2
4081,194,155,,0,1,1,2,"Pine Knot Marina is 4.2 miles  (approx. 12 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 1.8 mile (approx 7 minute drive) from the house & Snow Summit Ski Resort is 2.9 miles (approx 11 minute drive) from the house. 
",1
4087,186,207,,0,1,0,2,,-1
4096,32,210,1,0,3,0,4,,-1
4107,84,286,,,2,0,4,Drive 6 miles on Highway 50 to visit Camp Richardson beach.,1
4148,32,120,,0,1,0,1,Ten minute walk will put you on the shores of Donner Lake.,-1
4185,84,211,,,2,0,3,El Dorado Beach is 11 blocks North of the property.,1
4220,186,192,,0,1,0,5,,-1
4226,32,195,,0,1,0,1,,2
4248,194,381,1,,3,1,7,"Pine Knot Marina is 4.2 miles  (approx. 11 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 1.8 mile (approx 7 minute drive) from the house & Snow Summit Ski Resort is 2.9 miles (approx 10 minute drive) from the house. 
",1
4250,84,195,,,2,1,2,Drive 1.2 miles down Ski Run Blvd to reach the Ski Run Marina and Beach.,2
4254,45,190,,,2,0,3,"The public beach at Carnelian Bay, with a sign that says ""Patton Landing"" is right there.  There is parking, a cafe, restrooms, and water sports rentals.",2
4266,464,156,,,1,0,1,,1
4274,464,191,1,,2,0,3,,-1
4278,464,192,,,1,0,3,,-1
4286,286,359,1,0,3,0,4,,1
4293,32,429,,,3,1,4,Guests can use the private beach and marina at Donner Lake with the Tahoe Donner Guest Cards (fee applies).,1
4312,84,205,,,3,0,3,,1
4362,32,151,,0,2,1,3,,2
4388,84,439,,,2,0,5,This home is on the water and has a dock.,1
4475,45,195,,0,2,0,3,The public beach at Carnelian Bay is the best on North Lake Tahoe!  Enjoy.,-1
4494,490,211,,6,2,0,3,,1
4533,464,196,1,,2,0,3,,-1
4545,84,391,,,3,0,3,"This home is on the water
EFFECTIVE  from October 17 - May 15th --There will be No Access to the Outside Deck Patio Furniture or BBQ.",1
4559,32,160,,,2,0,2,,2
4674,194,183,,,2,0,3,"Pine Knot Marina is 5.1 miles  (approx. 13 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 5.2 mile (approx 14 minute drive) from the house & Snow Summit Ski Resort is 4.2  miles (approx 12 minute drive) from the house.",-1
4697,32,350,,0,3,0,5,"The Tahoe Donner Trout Creek Recreation Center is a five-minute walk from the home. Guests also have the option to use the Tahoe Donner Marina facility at Donner Lake, just 10 minutes away.",2
4845,32,394,1,0,3,0,3,,1
4893,424,192,1,,1,0,1,Moonlight Beach is 2 blocks walking distance (about 5 minutes).  Encinitas Boulevard dead ends at Moonlight Beach.,-1
4973,370,200,,0,2,0,2,Directly across the street is the access walkway that leads to the stairs that take you to the beach. There are approximately 20 stairs.,-1
5016,84,152,1,,1,0,1,The beach is 0.3 miles down Rufus Allen Blvd.,1
5282,528,158,1,,2,0,3,,-1
5283,528,225,1,,2,0,2,,1
5284,528,171,1,,2,0,3,,-1
5285,528,219,,0,2,0,2,,1
5286,528,260,1,,2,0,3,"Just feet away from the cliffs, no beach access",1
5288,528,338,1,,2,0,3,,1
5289,528,193,1,,2,0,3,,1
5290,528,291,1,,3,0,4,Located about 10 minute walk from the beach front.,1
5291,528,202,1,,1,0,4,,-1
5293,528,353,1,,2,0,3,,1
5295,528,245,,,2,0,3,,1
5296,528,150,1,,2,0,2,,1
5297,528,158,,,2,0,2,,1
5298,528,187,,,2,0,3,,1
